"paperid"|"authorid"|"name"|"affiliation"
"1821041"|"3516"|"Alessandro Artale"|"UMIST Dept. of Computation Manchester UK"
"1821274"|"7703"|"Michael F. Doherty"|""
"1821524"|"5659"|"Y. Sato"|""
"1821687"|"2528"|"John C. Mazziotta"|""
"1821769"|"7630"|"Tom Alber"|""
"1822048"|"325"|"Zhen Song"|"Center for Self-Organizing and Intelligent Systems|Dept . of Electrical and Computer Engineering|Utah State University"
"1822079"|"7630"|"T Alber"|""
"1822110"|"4358"|"E. Sudderth"|""
"1822210"|"724"|"Clarisse Dhaenens"|""
"1822285"|"6111"|"Bart P. Knijnenburg"|""
"1822651"|"1476"|"Sweder van Wijnbergen"|""
"1822706"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"1822770"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1823122"|"4402"|"Robert Gardner"|""
"1823427"|"6827"|"William A. Masters"|"Department of Agricultural Economics, 1145 Krannert Building, Purdue UniversityWest Lafayette, IN 47907USA"
"1823479"|"4071"|"David C. Bloom"|""
"1823729"|"5920"|"Bruce R. Land"|"Department of Neurobiology and Behavior, Cornell University, Ithaca, NY 14850, USA"
"1823790"|"287"|"Mitchell D. Theys"|""
"1823836"|"659"|"Douglas E. Comer"|"Computer Sctence Department"
"1823920"|"6683"|"Ketan Mulmuley"|""
"1824008"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"1824008"|"2783"|"Jorge Vargas"|""
"1824973"|"547"|"Robert J. Waldmann"|"NBER Contributor"
"1825706"|"745"|"A. V. Soldatov"|""
"1825799"|"3897"|"Ravi P. Agarwal"|""
"1826400"|"4203"|"Alan D. Irvine"|""
"1826400"|"4203"|"Alan D. Irvine"|"Department of Pediatric Dermatology, Our Lady's Children's Hospital Crumlin, Dublin, Ireland"
"1826475"|"8365"|"Thomas Röfer"|"Bremer Institut fur Sichere Systeme|Mathematik / Informatik|Universitat Bremen"
"1826561"|"745"|"A. V. Soldatov"|""
"1826854"|"7863"|"Weijia Shang"|""
"1827564"|"2948"|"Janet Carter"|"Cambridge U."
"1828660"|"4402"|"R. C. Gardner"|"University of Western Ontario"
"1828827"|"2528"|"John C. Mazziotta"|""
"1829070"|"6111"|"Bart P. Knijnenburg"|""
"1829401"|"4274"|"Nick Goldman"|""
"1829660"|"339"|"Jaehoon Kim"|"Department of Electrical Engineering|University of California , Los Angeles"
"1829741"|"2300"|"N. T. Basta"|""
"1829876"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1829876"|"3874"|"Thomas Schneider"|"Horst G ortz Institute for IT-Security, Ruhr-University Bochum, Germany"
"1830270"|"3144"|"Thomas H. Lenhard"|"University of Applied Sciences Kaiserslautern / Zweibruecken"
"1830354"|"1832"|"D. M. Chiu"|""
"1830551"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"1830676"|"2763"|"T. Paul Schultz"|"Yale Univesity USA"
"1831308"|"724"|"Clarisse Dhaenens"|"University of Lille"
"1831830"|"7530"|"Jose A. Senso"|""
"1832385"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1832762"|"826"|"Emanuele Buratti"|""
"1833734"|"2276"|"Stephen S. Hecht"|""
"1834592"|"8316"|"Jur P. Van Den Berg"|""
"1834666"|"731"|"P C Mishra"|"KIIT University Kalinga Institute of Industrial Technology"
"1835133"|"3897"|"R. P. Agarwal"|""
"1835307"|"2528"|"J. C. Mazziotta"|""
"1836292"|"826"|"Emanuele Buratti"|""
"1836292"|"826"|"E. Buratti"|""
"1836547"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1836802"|"8044"|"Daniel Bar-Tal"|""
"1837538"|"4678"|"Rolf Inge Godøy"|""
"1837603"|"811"|"Lutz Schlesinger"|"Department of Database Systems|University of Erlangen-Nuremberg"
"1837664"|"6352"|"A. Lasserre"|""
"1837664"|"6352"|"A. Lasserre"|"Victor Segalen Bordeaux 2 University"
"1837998"|"5659"|"Yoichi Sato"|""
"1838861"|"2783"|"Jorge A. VARGAS"|""
"1839262"|"1246"|"D. Dennett"|""
"1839620"|"3897"|"R. P. AGARWAL"|""
"1839811"|"745"|"A. V. Soldatov"|"Department of Physics, Rostov State University, Zorge str. 5, Rostov-on-Don, 344104, USSR"
"1840213"|"3144"|"Thomas H. Lenhard"|"University of Applied Sciences Kaiserslautern / Zweibruecken"
"1840213"|"3144"|"Thomas H. Lenhard"|""
"1840547"|"6580"|"Nermin A. Mohamed"|"Electrical Engineering Dept|Southern Methodist University"
"1840685"|"4078"|"Asger Lunde"|""
"1840803"|"6827"|"William A. Masters"|""
"1841004"|"6768"|"George Nagy"|"Systems Engineering|Rensselaer Polytechnic Institute"
"1841967"|"6303"|"S P Kuo"|"Polytech. Inst. of New York, Farmingdale, NY, USA"
"1842150"|"8044"|"Daniel Bar-Tal"|""
"1842524"|"4201"|"Eka Ginting"|""
"1842680"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1842828"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1842867"|"6827"|"William A. Masters"|"PURDUE UNIVERSITY"
"1843132"|"2877"|"Howard M. Schwartz"|""
"1843653"|"8874"|"Ramaswamy Chandramouli"|"Computer Security Division"
"1843859"|"4614"|"Ivan B. Djordjevic"|""
"1844725"|"1806"|"Charles D. Norton"|""
"1844943"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1845338"|"2537"|"Gregory Margulis"|""
"1845348"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1845523"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1846507"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1848311"|"4057"|"E. Talik"|"Institute of Physics, Silesian University, Uniwersytecka 4, Katowice 40-007, Poland"
"1848794"|"4071"|"David C. Bloom"|""
"1849158"|"4926"|"C. Carlson"|""
"1849662"|"7576"|"Yoshiki Yamaguchi"|""
"1850030"|"7576"|"Yoshiki Yamaguchi"|""
"1850216"|"1328"|"Marc Najork"|"Microsoft Research"
"1851099"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"1851410"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"1851966"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"1851981"|"2848"|"Stephen W. Salant"|""
"1852459"|"1963"|"W. A. Sabra"|""
"1852651"|"6303"|"S. P. Kuo"|""
"1852839"|"1312"|"Sing Bing Kang"|""
"1853826"|"1656"|"D. Thers"|""
"1853839"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"1853839"|"4272"|"R. A. Cahill"|""
"1855632"|"2453"|"Hélène Rey"|""
"1855666"|"1246"|"Daniel C. Dennett"|""
"1856546"|"336"|"Halina Przymusinska"|""
"1856609"|"1832"|"D. M. Chiu"|"Department of Information Engineering|Chinese University of Hong Kong"
"1857680"|"8263"|"Shlomo Bentin"|""
"1858219"|"2763"|"T SCHULTZ"|""
"1858404"|"3900"|"Y. Pointurier"|""
"1858587"|"4402"|"BOB GARDNER"|""
"1859374"|"587"|"Jörg Dahmen"|""
"1859823"|"5264"|"E. Martinez"|""
"1859967"|"3897"|"Ravi P. Agarwal"|""
"1860045"|"2402"|"Peter J. Olver"|""
"1860629"|"6768"|"G. Nagy"|""
"1860906"|"406"|"Jens-Rainer Ohm"|"Technische Universität Berlin, Institut für Fernmeldetechnik Einsteinufer 25, Sekr FT5 D-1000 Berlin 10, Allemagne, RFA"
"1861370"|"4632"|"Romeo Ortega"|"Laboratoire des Signaux et Systèmes, Supélec, Plateau du Moulon 91192 Gif-sur-Yvette France"
"1861472"|"547"|"Robert J. Waldmann"|""
"1861997"|"1476"|"Sweder van Wijnbergen"|"University of Amsterdam"
"1862165"|"5659"|"Yoichi Sato"|""
"1862169"|"1076"|"Janet Rosenbaum"|""
"1863675"|"3516"|"Alessandro Artale"|""
"1863688"|"4402"|"Robert C. Gardner"|"University of Western Ontario"
"1863724"|"2948"|"Janet Carter"|"Cambridge U."
"1863928"|"1246"|"D. Dennett"|""
"1864345"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1865052"|"6827"|"William A. Masters"|""
"1865591"|"2783"|"J Vargas"|""
"1865936"|"3513"|"Sameera K. Chilamakuri"|""
"1865983"|"3897"|"Ravi P Agarwal"|"Florida Institute of Technology, Melbourne, USA"
"1866029"|"8101"|"K. Sauer"|""
"1866080"|"4402"|"R. C. Gardner"|"University of Western Ontario"
"1866316"|"826"|"Emanuele Buratti"|"International Centre for Genetic Engineering and Biotechnology, 34012 Trieste, Italy"
"1866316"|"826"|"Emanuele Buratti"|""
"1867170"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1867293"|"4203"|"Alan D. Irvine"|""
"1867293"|"4203"|"A. D. Irvine"|""
"1867603"|"8888"|"J. Forné"|"Department of Applied Mathematics and Telematics Universidad Politecnica de Cataluña"
"1868107"|"7703"|"Michael F. Doherty"|"Univ. of Massachusetts, Amherst, MA (United States). Dept. of Chemical Engineering"
"1868160"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1868338"|"6747"|"Arnon Rosenthal"|""
"1869241"|"1806"|"Charles D. Norton"|""
"1869403"|"6683"|"Ketan Mulmuley"|""
"1869526"|"4203"|"Alan D. Irvine"|""
"1869526"|"4203"|"A. D. Irvine"|""
"1869588"|"5264"|"E. Martínez"|""
"1869644"|"1312"|"Sing Bing Kang"|"Microsoft Research"
"1869712"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1869838"|"4926"|"C. Robert Carlson"|""
"1869854"|"2528"|"John Mazziotta"|""
"1870036"|"8691"|"Reijo Sulonen"|"Helsinki University of Technology|Laboratory of Information Processing Science"
"1870759"|"2948"|"Janet Carter"|"Cambridge U."
"1870840"|"4633"|"Viktor Gyuris"|""
"1870856"|"5264"|"E. Martinez"|""
"1871402"|"7457"|"X. Y Li"|""
"1871804"|"4402"|"Robert C. Gardner"|""
"1871885"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1872097"|"5659"|"Y. Sato"|"Tokyo Denki University, 2-2 Kanda-Nishikicyo, Chiyodaku, 181-8457, Japan"
"1872394"|"1312"|"Sing Bing Kang"|""
"1872416"|"5264"|"Elisabeth D. Martinez"|"Department of Biochemistry and Molecular Biology, Georgetown University School of Medicine, Washington, DC 20057, USA"
"1872537"|"426"|"M. Thomas"|""
"1872776"|"6032"|"J Peltonen"|"Abo Akademi University, Porthansgatan 3, 20500 Abo, Finland"
"1872891"|"826"|"Emanuele Buratti"|""
"1873349"|"2537"|"G. A. MARGULIS"|""
"1873400"|"406"|"Jens-Rainer Ohm"|"Institut für Nachrichtentechnik, RWTH Aachen, Melatener Str. 23, 52074 Aachen"
"1873444"|"1312"|"Sing Bing Kang"|"Microsoft Research"
"1873678"|"4057"|"E. Talik"|"Institute of Physics, Silesian University, Universytetska 4, 40-007 Katowice, Poland"
"1873915"|"2528"|"J. Mazziotta"|""
"1874064"|"5695"|"M. van den Tempel"|""
"1874276"|"5659"|"Yoichi Sato"|""
"1874448"|"3897"|"Ravi P. Agarwal"|"Florida Institute of Technology Department of Mathematical Sciences 150 West University Blvd. Melbourne FL 32901"
"1874507"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1874629"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1875039"|"1312"|"Sing Bing Kang"|""
"1875045"|"7703"|"Michael F. Doherty"|""
"1875171"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1875263"|"7630"|"Tom Alber"|""
"1875382"|"7576"|"Yoshiki Yamaguchi"|""
"1875859"|"8874"|"Ramaswamy Chandramouli"|""
"1875980"|"8101"|"Kenneth Sauer"|"Department of Chemistry, University of California at Berkeley, Berkeley, CA 94720, USA"
"1876873"|"5794"|"Key Words"|"Department of Physiology and Cardiovascular Institute, Stritch School of Medicine,"
"1877223"|"724"|"C. Dhaenens"|""
"1877545"|"6747"|"Arnon Rosenthal"|""
"1878362"|"1806"|"Charles D. Norton"|"California Institute of Technology Jet Propulsion Laboratory MS 169-315, 4800 Oak Grove Drive Pasadena CA 91109-8099 USA"
"1878434"|"2743"|"Michael Rovatsos"|"Institut fur Informatik|Technische Universitat Munchen"
"1878712"|"480"|"K. Funaki"|""
"1878808"|"2453"|"Helene Rey"|""
"1878848"|"6768"|"George Nagy"|"Rensselaer Polytechnic Institute, Troy Department of Electrical, Computer, and Systems Engineering New York 12180"
"1879130"|"6683"|"Ketan D. Mulmuley"|"University of Chicago"
"1879496"|"4632"|"Romeo Ortega"|"Laboratoire des Signaux et Systèmes, Supelec, Plateau du Moulon, 91192 Gif-sur-Yvette, France"
"1880099"|"547"|"Robert J. Waldmann"|"NBER Contributor"
"1880229"|"2300"|"N. T. Basta"|"Assistant Professors, Department of Agronomy, Oklahoma State University, 044 Agricultural Hall, Stillwater, OK, 74078–0507"
"1880263"|"7703"|"Michael F. Doherty"|""
"1880368"|"8785"|"Jennifer A. Doudna"|""
"1880461"|"8566"|"María José Castro Bleda"|""
"1880493"|"4057"|"E. Talik"|"Institute of Physics, University of Silesia, Uniwersytecka 4, 40-007 Katowice, Poland"
"1880760"|"2894"|"P. H. Warren"|""
"1880949"|"571"|"Erika F. De Lima"|"German National Research|Center for Information Technology"
"1881723"|"8101"|"Kenneth Sauer"|""
"1882114"|"2763"|"T Paul Schultz"|""
"1882285"|"1832"|"Dah Ming Chiu"|""
"1882384"|"2013"|"Diane Tang"|"Stanford University"
"1882558"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1882896"|"5210"|"Nobuji Tetsutani"|""
"1883116"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Ain Shams University in Cairo"
"1883116"|"6874"|"Mohammed Abdel-Megeed Mohammed Salem"|"Department of Scientific Computing, Faculty of Computer and Information Sciences, Ain Shams University in Cairo, Egypt"
"1883300"|"1508"|"Jonathan J. Oliver"|"Monash University Department of Computer Science 3168 Clayton Vic. Australia 3168 Clayton Vic. Australia"
"1883438"|"8044"|"Daniel Bar-Tal"|""
"1883848"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1883921"|"1476"|"Sweder J G van Wijnbergen"|""
"1884453"|"4614"|"Ivan Djordjevic"|"CCLRC Rutherford Appleton Laboratory UK"
"1884572"|"1312"|"Sing Bing Kang"|"Microsoft Research One Microsoft Way Redmond 98052 WA USA"
"1884906"|"8342"|"Lorenzo Cantoni"|"Università della Svizzera Italiana"
"1884906"|"8342"|"Lorenzo Cantoni"|"University of Lugano NewMinE Lab Switzerland"
"1886009"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1886192"|"3585"|"Kamran Zarrineh"|""
"1886340"|"7482"|"Beatriz H. Juarez"|""
"1886966"|"426"|"Michael Thomas"|"California Institute of Technology"
"1886966"|"426"|"Michael Thomas"|""
"1886982"|"1302"|"Deborah Hix"|"Polytechnic Institute and State University"
"1887279"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1887296"|"8342"|"Lorenzo Cantoni"|""
"1887296"|"8342"|"Lorenzo Cantoni"|"Università della Svizzera Italiana"
"1887588"|"6719"|"Karolina Kluk"|""
"1888520"|"8147"|"Assaf Shacham"|"Columbia University, Department of Electrical Engineering, New York, NY 10027"
"1888788"|"2453"|"Hélène Rey"|"London Business School (LBS); Centre for Economic Policy Research (CEPR)"
"1889186"|"5264"|"E. Martínez"|""
"1889384"|"1312"|"S. B. Kang"|"Semiconductor R&D Center, Samsung Electronics, San #16, Banweol-dong, Hwasung-City, Gyeonggi-Do, 445-701, KOREA"
"1889508"|"7923"|"R. L. FRANCE"|""
"1889845"|"4203"|"Alan D. Irvine"|""
"1889845"|"4203"|"Alan D Irvine"|"Department of Clinical Medicine, Trinity College Dublin,The National Children's Research Centre, Our Lady's Children's Hospital"
"1890383"|"4632"|"Romeo Ortega"|"University of California, Irvine, CA"
"1890487"|"3900"|"Yvan Pointurier"|"Alcatel-Lucent, Bell Labs, France"
"1891001"|"8011"|"R. Thalmann"|""
"1891450"|"2528"|"John C. Mazziotta"|"UCLA School of Medicine Brain Mapping Center 90024 Los Angeles CA"
"1892017"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1892863"|"3201"|"David Harris"|""
"1893087"|"4071"|"David C. Bloom"|""
"1893820"|"800"|"S. B. Rasmussen"|"Instituto de Catálisis y Petroleoquímica, CSIC, C/Marie Curie 2, Cantoblanco, 28049 Madrid, Spain"
"1893852"|"8169"|"F. de Carvalho"|""
"1893911"|"2236"|"A. Avetissian"|"Nuclear Physics Laboratory|University of Colorado , Boulder"
"1894623"|"4272"|"Ronan A. Cahill"|"Royal College of Surgeons of Ireland"
"1894623"|"4272"|"Ronan A Cahill"|"Department of General Surgery|Cork University Hospital|Place de l'Hopital"
"1894671"|"7630"|"Tom Alber"|"Department of Molecular and Cell Biology, University of California, Berkeley, California, United States of America"
"1894733"|"2528"|"John C. Mazziotta"|""
"1894819"|"4632"|"R. Ortega"|"University of California, Irvine, CA"
"1894951"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1895496"|"1328"|"M. Najork"|""
"1896159"|"2276"|"Stephen S. Hecht"|"Transdisciplinary Tobacco Use Research Center, University of Minnesota, Minneapolis, Minnesota"
"1896180"|"6683"|"Ketan Mulmuley"|""
"1896371"|"8101"|"K. Sauer"|""
"1896385"|"5505"|"Roberto Coccioli"|"Electrical Engineering Department|University of California , Los Angeles"
"1896396"|"3379"|"Hitoshi Iima"|"Kyoto Institute of Technology"
"1896437"|"426"|"Michael Thomas"|"California Institute of Technology"
"1896541"|"1328"|"Marc A. Najork"|"Systems Research Center"
"1897143"|"2276"|"S. S. Hecht"|""
"1897256"|"1246"|"D. C. Dennett"|""
"1897865"|"1246"|"D. C Dennett"|""
"1898136"|"6303"|"S. P. Kuo"|""
"1898210"|"2783"|"Jorge Antonio Vargas"|"Universidad Nacional de Córdoba"
"1898363"|"8316"|"Jur P. van den Berg"|""
"1898534"|"6683"|"Ketan Mulmuley"|""
"1898651"|"406"|"Jens-Rainer Ohm"|"Institut für Nachrichtentechnik, RWTH Aachen, Melatener Str. 23, 52074 Aachen"
"1898838"|"4633"|"Viktor Gyuris"|""
"1899281"|"1312"|"Sing Bing Kang"|""
"1899322"|"5264"|"Elisabeth Martinez"|""
"1899566"|"3516"|"Alessandro Artale"|""
"1899606"|"8101"|"Kenneth Sauer"|""
"1899926"|"3305"|"Paolo Bresciani"|""
"1900287"|"3195"|"J. Barciszewski"|""
"1900360"|"3677"|"Ziqi Wang"|"Henan Electric Power Dispatching and Communication Center, Zhengzhou, 450052 China"
"1900974"|"2948"|"Janet Carter"|"Cambridge U."
"1901631"|"724"|"Clarisse Dhaenens"|""
"1901891"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1902155"|"1476"|"Sweder van Wijnbergen"|""
"1902941"|"8358"|"Johan Schubert"|"Swedish Defence Research Agency"
"1903000"|"4057"|"E. Talik"|""
"1903084"|"2528"|"John C. Mazziotta"|""
"1903329"|"2300"|"N. T. Basta"|""
"1903715"|"2948"|"Janet Carter"|"Cambridge U."
"1903944"|"3995"|"Richard Conroy"|""
"1904040"|"587"|"Jörg Dahmen"|""
"1904351"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"1904565"|"6747"|"Arnon Rosenthal"|""
"1904935"|"7703"|"Michael Doherty"|""
"1905067"|"826"|"Emanuele Buratti"|"International Centre for Genetic Engineering and Biotechnology (ICGEB), Padriciano 99, 34012 Trieste, Italy"
"1905067"|"826"|"Emanuele Buratti"|""
"1905413"|"3874"|"Thomas Schneider"|"Darmstadt University of Technology"
"1905878"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1906075"|"7915"|"D. Walther"|"Physikalisches Institut, Universität Bonn, Germany"
"1906261"|"826"|"Emanuele Buratti"|"International Centre for Genetic Engineering and Biotechnology"
"1906261"|"826"|"Emanuele Buratti"|""
"1906596"|"8566"|"María José Castro Bleda"|""
"1906741"|"1841"|"J. A. Sekhar"|"Associate Professor Department of Materials Science and Engineering, University of Cincinnati, Cincinnati, OH, 45221-0012"
"1906915"|"8691"|"Reijo Sulonen"|"Product Data Management Group|TAI Research Centre and Laboratory|Helsinki University of Technology"
"1907016"|"4614"|"Ivan B. Djordjevic"|""
"1907732"|"5659"|"Y. Sato"|""
"1908043"|"8874"|"Ramaswamy Chandramouli"|""
"1908316"|"5046"|"Carine Lucas"|"Programming Technology Lab|Vrije Universiteit Brussel"
"1908373"|"3897"|"Ravi P. Agarwal"|""
"1908399"|"7742"|"Jianlin Luo"|""
"1909107"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1909150"|"811"|"Lutz Schlesinger"|"Department of Database Systems|University of Erlangen-Nuremberg"
"1909176"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1909305"|"3585"|"Kamran Zarrineh"|""
"1909641"|"6733"|"Jawahar Jain"|""
"1910074"|"1697"|"Dilip Abreu"|"Department of Economics, Princeton University, United States"
"1910350"|"3526"|"Robert Stalnaker"|""
"1910560"|"7630"|"Tom Alber"|""
"1911034"|"4402"|"ROBERT GARDNER"|""
"1911775"|"8039"|"Andrew Laffely"|""
"1911827"|"5659"|"Y. Sato"|""
"1912203"|"3593"|"John Morris"|""
"1912622"|"3195"|"Jan Barciszewski"|""
"1912870"|"3195"|"Jan Barciszewski"|""
"1912898"|"8101"|"Kenneth Sauer"|""
"1912963"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1913173"|"339"|"Jaehoon Kim"|""
"1913614"|"3897"|"Ravi P. Agarwal"|"Department of Mathematics, Florida Institute of Technology, Melbourne, FL 32901, USA"
"1913852"|"7915"|"D. Walther"|""
"1914211"|"55"|"Jose Pereira"|"HASLab / INESC TEC and Universidade do Minho"
"1914353"|"8495"|"David Carrera"|"Universitat Politècnica de Catalunya"
"1914353"|"8495"|"David Carrera"|"European Center for Parallelism of Barcelona|Computer Architecture Department|Technical University of Catalonia"
"1914539"|"2840"|"A. Ghari Neiat"|""
"1915420"|"3662"|"Monica Nogueira"|"The University of Texas at El Paso Department of Computer Science USA"
"1915865"|"2288"|"Stas Kolenikov"|"Department of Statistics|University of Missouri-Columbia"
"1916732"|"3649"|"Harith Alani"|"School of Electronics|Computer Science|University of Southampton"
