id|title|year|conferenceid|journalid|keyword
84236|Grasp Recoguition and Manipulative Motion Characterization from Human Hand Motion Sequences|1994|38|0|
85184|Bronchodilator and antiulcer phenoxypyrimidinones|1980|0|2148|
85520|Efficacy and Tolerance of Metamizole versus Morphine for Acute Pancreatitis Pain|2008|0|4062|Pancreatitis,Acute pancreatitis pain,Metamizole,Morphine,Analgesics, clinical trial
86049|Killer-cell immunoglobulin-like receptor (KIR) nomenclature report, 2002|2003|0|6626|
87141|Chapter 1 The Molecular Links Between TDP‐43 Dysfunction and Neurodegeneration|2009|0|0|
87564|Giving Precise Semantics to Reuse and Evolution in UML|1998|0|0|Key Words. UML, evolution, reuse, precise semantics, reuse contracts
87902|Making Sense of Ourselves|1989|0|0|
88104|Chapter 12 Temporal description logics|2005|0|0|
88364|A note on higher-order nondifferentiable symmetric duality in multiobjective programming|2011|0|794|Higher-order symmetric duality; Support function; Duality theorems; Nondifferentiable programming; Higher-order F-convexity
88418||2000|0|26|
88568||2005|0|8024|
89031|A fast planar partition algorithm, II|1989|590|0|
89185|Benzyl isothiocyanate: an effective inhibitor of polycyclic aromatic hydrocarbon tumorigenesis in A/J mouse lung|2002|0|2807|
89572||2012|0|0|Particle Physics - Experiment
89762|Hair on a gene string: recent advances in understanding the molecular genetics of hair loss|2001|0|2881|
89766|Interconnection and damping assignment passivity-based control: a survey|2004|0|5254|
90245||2012|0|0|Particle Physics - Experiment
90791|An unencumbering, localized olfactory display|2003|789|0|air cannon|olfactory display|virtual reality
91305|Matting and compositing of transparent and refractive objects|2011|0|225|Image matting and compositing|transparent objects
92056|A Design For Test Perspective on I/O Management|1996|15|0|
92584|Lambda Station: On-Demand Flow Based Routing for Data Intensive Grid Applications Over Multitopology Networks|2006|1821|0|
92584|Lambda Station: On-Demand Flow Based Routing for Data Intensive Grid Applications Over Multitopology Networks|2006|1821|0|
92821|Experimental Demonstration of a Complete SPINet Optical Packet Switched Interconnection Network|2007|4609|0|
93261|The message is: There is no medium|1993|0|0|
93433|Towards the design of intelligent CAD systems: An ontological approach|2007|0|787|
93433|Towards the design of intelligent CAD systems: An ontological approach|2007|0|787|
93589|Distortions to Agricultural Incentives in Sub-Saharan and North Africa|2008|0|0|
93852|EPR spectroscopic characterization of DeNO x and SO 2 oxidation catalysts and model systems|1999|0|1929|DeNOx and SO2 oxidation catalysts; Anatase; EPR characterization; Deactivation
93887|Infinite interval problems arising in non-linear mechanics and non-Newtonian fluid flows|2003|0|5435|Non-Newtonian fluid; Circular membrane; Infinite interval; Upper and lower solutions; Existence
94280|Automatic proxy-based watermarking for WWW|2001|0|295|KEYWORDS: Internet, digital library, copyright, watermarking, proxy server, content transformation.
94281|Arginine–phosphate salt bridges in protein–DNA complexes: a Car–Parrinello study|2001|0|2157|Arginine–phosphate salt bridges; Protein–DNA complexes; Car–Parrinello study
94783|Automatic screening of entrainers for homogeneous azeotropic distillation [Erratum to document cited in CA114(16):145978g]|1991|0|5383|
94830|Stability of multi-core MgB 2/Ti/Cu/SS wires|2011|0|8387|MgB2 wire; Resistance; I–V curves; Transport currents; n-Exponents; Minimum quench energy; Normal zone propagation velocity
95229|Reachability analysis using partitioned-ROBDDs|1997|11|0|ROBDD, Partitioning, Reachability, FSM, Verification, Sequential, Traversal, Symbolic
95309|Assembly Plan from Observation|1993|0|0|
95316|Discovering Haplotypes in Linkage Disequilibrium Mapping with an Adaptive Genetic Algorithm|2003|961|0|
95397|Imperfect Information, Lagged Labor Adjustment and the Great Moderation|2009|0|0|imperfect information; labor adjustment; jobless growth; option value of waiting; Great Moderation
95899|Metabolic fate of dietary volatile compounds in Pieris brassicae|2009|0|5678|Pieris brassicae; Excrements; Metabolization; Volatile compounds; HS-SPME; GC/IT–MS
96145|Quantitation of Microsomal a-Hydroxylation of the Tobacco-specific Nitrosamine, 4-(Methylnitrosamino)-l-(3-pyridyl)-l-butanone1|0|0|0|
96475|Layout-driven resource sharing in high-level synthesis|2002|11|0|
96539|Solid state batteries using thin film technology|2002|3765|0|
96928|Introduction to Object-Oriented Concepts using Fortran90|1996|0|0|
97588|Stereo for Image-Based Rendering using Image Over-Segmentation|2007|0|373|Keywords: stereo correspondence, multi-view stereo, segmentation, image-based rendering.
97734|Full abstraction and semantic equivalence|1986|0|0|
98591|Charged-particle multiplicities in pp interactions measured with the ATLAS detector at the LHC|2010|0|0|Particle Physics - Experiment
98707|A Prospectively Measured Serum Biomarker for a Tobacco-Specific Carcinogen and Lung Cancer in Smokers|2009|0|2800|
98796|Learning and Labeling|1993|0|9856|
98827||2003|0|2919|short-bowel syndrome; arginine; citrulline; orotic acid excretion; plasma ammonium
98994||1994|0|8566|X-ray absorption spectra, Narrow-band systems; intermediate-valence solids
99524|Assessment of predictions submitted for the CASP6 comparative modeling category|2005|0|1792|
99604|Prediction of software reliability using neural networks|1991|2140|0|Keywords: Software Reliability Growth Models, Neural Networks, Predictability Measures.
99770|Supplemental Data Mechanism of Aurora B Activation by INCENP and Inhibition by Hesperadin|0|0|0|
99919|Ethnolinguistic Diversity, Government Expenditures and Economic Growth Across Countries|1999|0|0|
100255|New Models for Strength and Deformability Parameters Calculation in Rock Masses Using Data Mining Techniques|2010|0|15646|
100255|New Models for Strength and Deformability Parameters Calculation in Rock Masses Using Data Mining Techniques|2010|0|15646|
100344|G-WHIZ, a Visual Interface for the Functional Model with Recursion|1985|458|0|
100790|Flexible multielectrodes can resolve multiple muscles in an insect appendage|2006|0|0|
101171|Formation of NADP(H) Analogs of Tobacco-Specific Nitrosamines in Rat Liver and Pancreatic Microsomes|1994|0|8156|
101241|Hydrogen Bonding Makes a Difference in the Rhodium-Catalyzed Enantioselective Hydrogenation Using Monodentate Phosphoramidites|2006|0|2083|
101385|Progranulin mediates caspase-dependent cleavage of TAR DNA binding protein-43|2007|0|8008|
101385|Progranulin mediates caspase-dependent cleavage of TAR DNA binding protein-43|2007|0|8008|
101630|Properties of liquid-vapour composition surface at azeotropic points|1977|0|1946|
101691|Progressive fuzzy fusion control of two coupled inverted penduli|2003|2669|0|Keywords— Fuzzy logic parameter tuning, disturbance de- coupling, coupled inverted penduli, fuzzy fusion.
101767|Automatic Information Extraction for Multiple Singular Web Pages|2002|204|0|
101903|Comments on “Study of whispering gallery modes in double disk sapphire resonators”|1998|0|5354|
102358|Washer rf SQUID Magnetometers with Coplanar Resonators at 77K|1998|0|14320|
102462|Robust transmission method in KHz-band PLC|2011|4733|0|Interference; Robustness; Transmitters; Receivers; Blind equalizers; Home appliances; ; 
102627|Firm and Family Employment, Development and Minimum Wages|1988|0|0|
102768|Antimicrobial activity of Arctium lappa constituents against microorganisms commonly found in endodontic infections|2005|0|19318|
104081|A simple deflection-testing method to determine Poisson's ratio for MEMS applications|2003|0|5573|
104556|A new type of mutation causes a splicing defect in ATM|2002|0|7779|
104556|A new type of mutation causes a splicing defect in ATM|2002|0|7779|
105696|Semantics for Conditionals|1990|403|0|
105901|Possibilities of creating highly effective sources using frequency-doubled pulses based on discharge in hypersonic plasma jets|1978|0|5485|
106728|Continuous Upper Bound on the Ground-State Energy of the FRÖHLICH Polaron|1994|0|8520|
106799|The 1990 Mexico and Venezuela recapture clauses: An application of average price options|1993|0|4828|
108144|Improving cache lifetime reliability at ultra-low voltages|2009|162|0|Design; Reliability
108616||2009|0|5678|Ochratoxin A; Wheat bread; EDI; Algarve; Bragança
108712|Queueing performance analysis of co-scheduling in a pool of processors environment|1994|39|0|distributed computing|operating systems|performance evaluation|task scheduling
108844|Analys och förfining av planer i effektbaserad planering|2007|0|0|
108844|Analys och förfining av planer i effektbaserad planering|2007|0|0|
109784||2008|0|2814|
109868|Production anddecay of rp-process nuclei 96Cd, 98In and 100Sn|0|0|0|
110515|Effects of charge state and number of constituents of MeV projectiles on secondary ion emission yields from LiF|1998|0|5708|Sputtering; Alkali halides; Cluster; Charge state; Hot holes; Electronic stopping power
111012||2008|0|2800|
111260||1991|0|1585|
111275|Extrapulmonary Ventilation for Unresponsive Severe Acute Respiratory Distress Syndrome After Pulmonary Resection|2008|0|2594|11
112577|Modulation of transcription factor Ets-1 DNA binding: DNA-induced unfolding of an alpha helix|1995|0|248|
112858|What Can We Do to Strengthen the Connection Between Theory and System Builders|1992|0|253|
113118|Soft mode behavior in SrTiO3/DyScO3 thin films: Evidence of ferroelectric and antiferrodistortive phase transitions|2009|0|8359|
113323|Modeling of D-STATCOM in distribution systems load flow|2007|0|0|Key words: Distribution system, D-STATCOM, Voltage compensation, Load flow
113676|Labor markets, migration and welfare Agriculture in the North-American Free Trade Agreement|1994|0|4847|
114092|Analyses of deep mammalian sequence alignments and constraint predictions for 1% of the human genome|2007|0|7697|
114128|Recovering 3d shape and motion from image streams using non-linear least squares|1994|0|888|
114840|Why not the whole iguana?|1978|0|7889|
115460|An Interactive Approach to Image Retrieval using Multiple Seed Images|1998|1096|0|
115888|Propagating Integrity Information among Interrelated Databases|1998|62|0|
116179|Sponsorship, authorship, and accountability. 1 1 N Engl J Med 2001;345:825–826 and JAMA 2001;286:1232–1233.|2002|0|2512|
116663|Video Completion by Motion Field Transfer|2006|838|0|
116923|Aberrant cleavage of TDP-43 enhances aggregation and cellular toxicity|2009|0|919|
117239|Generalized Linear-Quadratic Problems of Deterministic and Stochastic Optimal Control in Discrete Time|1990|0|7380|
118082|Draft Genome of the Filarial Nematode Parasite Brugia malayi|2007|0|248|
118228|A TIME-EMBEDDED REAL-ASSET FRAMEWORK FOR GENERAL ECONOMIC EQUILIBRIUM|2009|0|0|
118648|P1-140: Aggregation of phosphorylated and ubiquitinated TDP-43 in SH-SY5Y cells|2008|0|2474|
119754|The Role of Expectations in Reasoning|1992|1307|0|
120914|Definitions in Epistemic Specifications|1991|145|0|
121205|Design of a factory floor sequence controller from a high level system specification|1992|0|5562|
121629|Partial Order Logics for Elementary Net Systems: State- and Event-approaches|1990|593|0|
121917|Integrative Motivation, Induced Anxiety, and Language Learning in a Controlled Environment|1992|0|11514|
122237|Loss-of-function variations within the filaggrin gene predispose for atopic dermatitis with allergic sensitizations|2006|0|3443|ADAtopic dermatitis; FLGFilaggrin gene
122237|Loss-of-function variations within the filaggrin gene predispose for atopic dermatitis with allergic sensitizations|2006|0|3443|ADAtopic dermatitis; FLGFilaggrin gene
122970|Beta-decay properties of Zr and Mo neutron-rich isotopes|2010|0|0|
123847|Regular Perturbations|0|0|0|
124520|Creating and Employing On-line Dynamic Learning Objects for an Introductory Programming Module|2003|0|698|
124595|Studies on isolation and characterization of starch from pearl millet (Pennisetum americanum (L.) Leeke) grains|1990|0|1922|
124910|Releasing SU-8 structures using polystyrene as a sacrificial material|2004|0|5812|Releasing; SU-8 structures; Polystyrene
125166|Coarticulated gestural-sonorous objects in music|2008|0|0|
125282|Price Convergence: What''s on TV|2004|0|0|
125513|LES PECHERIES ARTISANALES EN AFRIQUE DE L'OUEST|0|0|0|
125782||2004|0|2274|biomarkers,environmental tobacco smoke,1-hydroxypyrene,passive smoking,urinary bladder
126024|Optical Communications and Networking|0|0|0|
126248|School subsidies for the poor: evaluating the Mexican Progresa poverty program|2004|0|4847|I21; I32; J13; J24
127023|Quadrature based optimal iterative methods|2010|0|0|Mathematics - Numerical Analysis, 65H05
127184|Constrained codes for suppression of intrachannel nonlinear effects in high-speed optical transmission|2005|5168|0|Intrachannel four-wave mixing; constrained coding; intrachannel cross-phase modulation; optical communications
127258|for MPLS Networks with Multicasting|0|0|0|
127430|Trait and State Motivation and the Acquisition of Hebrew Vocabulary|1995|0|9570|
127909|A stochastic model for a vehicle in a dial-a-ride system|2010|0|413|Dial-a-ride problem; Erlang’s loss system; Interruptions
128962|Spatial extremes of wildfire sizes: Bayesian hierarchi- cal models for extremes|0|0|0|Keywords: Bayesian hierarchical models, Generalized Pareto distribution, spatial and tempo- ral processes, MCMC
129119|Overworking the hippocampus|1995|0|7889|
129165||0|0|0|Key words:
129630|A Methodology for Migration of Legacy Applications to Distributed Object Management|1997|918|0|
129708|Energy and spectral characteristics of the IFP-20000 xenon lamp under short-flash conditions|1975|0|5485|
